44,1,5,12
0,25,3,9
10,8,7,0
6,12,0,7
26,0,2
0,19,7
4,8,0
21,0,4
0,17,3
6,3,0
0,4,6
5,10,0
3,0,12
0,6,6
5,13,0
5,0,10
14,1
1,7
1,5
9,1
1,12
5,0
0,9
3,0
1,7
5,0
7,0
0,9
6
2
3
2
